Partner University (PU),PU Module Code,PU Module Title,PU Module Credits,NUS Module Cod,NUS Module Credits
The University of Hong Kong,BIOL1110,From Molecules to Cells,6,LSM1102,4
The University of Hong Kong,BIOL2324,Microbial physiology and biochemistry,6,LSM3232,4
The University of Hong Kong,BIOL3205,Human physiology,6,LSM2991,4
The University of Hong Kong,BIOL3501,Evolution,6,LSM3252,4
The University of Hong Kong,CCST9021,Hong Kong: Our Marine Heritage,6,LSM2991,4
The University of Hong Kong,CCST9052‐2AX,"Coffee, Cigarettes & Alcohol",6,LSM2991,4
The University of Hong Kong,CCST9009,Living with Stem Cells,6,LSM3991,4
University of Kaiserslautern,T3,"Applied Microbiology under MPBiotech (Microbial and Plant Biotechnology, masters program)",6,LSM3242,4
University of Konstanz,BIO11290,Evolutionary Organismal Biology,4,LSM1105,4
University of Konstanz,BIO14250,Animal Behaviour,3,LSM1303,4
University of Leeds,BLGY1117,Ecology in a Changing World,10,LSM3272,4
University of Leeds,BLGY2137,Parasitology,10,LSM3991,4
University of Leeds,BLGY2144,Population and Community Ecology,20,LSM2251,4
University of Leeds,BLGY2182,Human Genetics,10,LSM3991,4
University of Leeds,BLGY2222,Animal Behaviour,10,LSM3267,4
University of Leeds,BLGY2223,Organismal Evolution,10,LSM3252,4
University of Leeds,BLGY2225,Sustainable Food Production,10,LSM3256,4
University of Leeds,BLGY2262,Animal Developmental Biology,10,LSM3233,4
University of Leeds,BLGY2293,Animal Physiology: from Ants to Whales,10,LSM3262,4
University of Leeds,BLGY3122,Insect Biology,10,LSM3265,4
University of Leeds,BLGY3123,BATS: FROM EVOLUTION TO CONSERVATION,10,LSM3991,4
University of Leeds,BLGY3214,BEHAVIOURAL ECOLOGY: SEX AND PARASITES,10,LSM3991,4
University of Leeds,BLGY3241,CONSERVATION BIOLOGY,10,LSM3272,4
University of Leeds,BLGY3243,Advanced Topics in Zoology,10,LSM3991,4
University of Leeds,BLGY3246,Evolution and Population Genetics,10,LSM3252,4
University of Leeds,BMSC2118,Neurobiology,20,LSM3215,4
University of Leeds,BMSC2210,Chemotherapy,10,LSM3991,4
University of Leeds,BMSC2216,Exercise Physiology in Health and Disease,10,LSM3991,4
University of Leeds,BMSC2224,Principles of Drug Discovery,10,LSM3991,4
University of Leeds,BMSC3143,Advanced Topics in Pharmacology I,20,LSM3211,4
University of Leeds,MICR1120,Introduction to Microbiology,20,LSM3232,4
University of Leeds,MICR2121,Molecular Virology,10,LSM3991,4
University of Leeds,MICR2222,Medical Virology,10,LSM3991,4
University of Leeds,SOEE1120,Vertebrate Evolution,10,LSM3266,4
University of Leeds,SOEE2690,Managing Biodiversity,10,LSM3272,4
University of Manchester,BIOL21302,Clinical Drug Development,10,LSM4221,4
University of Manchester,BIOL10822,Drugs: From Molecules to Man,10,LSM3211,4
University of Manchester,BIOL21172,Principles of Development Biology,10,LSM3233,4
University of Manchester,BIOL21192,Principles of Infectious Diseases,10,LSM3991,4
University of Manchester,BIOL21242,Immunology,1,LSM3223,4
University of Manchester,BIOL21252,Parasitology,10,LSM2991,4
University of Manchester,BIOL21261,Endocrinology,10,LSM3214,4
University of Manchester,BIOL21272,Gut and Renal Human Physiology,10,LSM3214,4
University of Manchester,BIOL21351,Molecules and Cells in Human Disease,10,LSM3224,4
University of Manchester,BIOL31332,Biochemical Basis of Disease (E),10,LSM3224,4
University of Manchester,BIOL31692,"Learning, Memory and Cognition",10,LSM3991,4
University of Manchester,BIOL31742,Molecular Biology of Cancer (E),10,LSM4243,4
University of Maryland,ANTH221,Introduction to Forensic Sciences,3,LSM1306,4
University of Maryland,BSCI339I,Selected Topics in Biology; Cellular Mechanisms of Aging and Disease,3,LSM3217,4
University of Maryland,BSCI202,Human Anatomy and Physiology II,4,LSM3212,4
University of Maryland,BSCI223,General Microbiology,4,LSM3232,4
University of Maryland,BSCI353,Principles of Neuroscience,3,LSM3216,4
University of Maryland,BSCI370,Principles of Evolution,3,LSM3252,4
University of Maryland,BSCI412,Microbial Genetics,4,LSM3991,4
University of Maryland,BSCI417,Microbial Pathogenesis,3,LSM3225,4
University of Maryland,BSCI422,Principles of Immunology,3,LSM3223,4
University of Maryland,BSCI423,Immunology Laboratory,2,LSM3223,4
University of Maryland,BSCI430,Developmental Biology,3,LSM3233,4
University of Maryland,BSCI433,Biology of Cancer,3,LSM3991,4
University of Maryland,BSCI437,General Virology,3,LSM3991,4
University of Maryland,BSCI454,Neurobiology Laboratory,1,LSM3216,4
University of Maryland,ENST360,Ecosystem Ecology,4,LSM3272,4
University of Melbourne,BCMB30004,Cell Signalling and Neurochemistry,12,LSM3215,4
University of Melbourne,BCMC30001,Protein Structure and Function,12,LSM3231,4
University of Melbourne,BIOL20001,Evolution: Making Sense Of Life,12.5,LSM3252,4
University of Melbourne,BIOM30001,Frontiers in Bimedicine,12,LSM3991,4
University of Melbourne,CEDB30003,Developmental Biology,12.5,LSM3233,4
University of Melbourne,DASC20010,Applied Animal Physiology,12,LSM3262,4
University of Melbourne,DASC20013,Topics in Animal Health,12.5,LSM3991,4
University of Melbourne,DASC20014,Animals and Society 2: Humans & Animals,12.5,LSM2991,4
University of Melbourne,DASC30006,Applied Animal Reproduction & Genetics,12.5,LSM3991,4
University of Melbourne,DASC20012,Comparative Nutrition and Digestion,12.5,LSM2991,4
University of Melbourne,ECOL30001,Marine Ecosystems: Ecology & Management,12,LSM4261,4
University of Melbourne,EVSC30006,Ecology of Urban Landscape,12,LSM4265,4
University of Melbourne,GENE30001,Evolutionary Genetics and Genomics,12,LSM3252,4
University of Melbourne,GENE30005,Human and Medical Genetics,12,LSM3991,4
University of Melbourne,GEOG30022,River Ecology & Ecosystems Management,12,LSM4265,4
University of Melbourne,HORT20013,Horticulture for Sustainable Communities,12,LSM3256,4
University of Melbourne,MIIM30003,Medical and Applied Immunology,12.5,LSM3223,4
University of Melbourne,NEUR30005,Neuronal Development of Diseases,12,LSM3216,4
University of Melbourne,PATH30003,Frontiers in Human Disease,12,LSM3224,4
University of Melbourne,PHRM30003,Drug Treatment of Disease,12,LSM3991,4
University of Melbourne,ZOOL20006,Comparative Animal Physiology,12,LSM3262,4
University of Melbourne,ZOOL30006,Animal Behaviour,12,LSM3267,4
University of Miami,HCS212,Human Anatomy,3,LSM2212,4
University of Newcastle upon Tyne,ACE3049,Companion Animal Behaviour,5,LSM3267,4
University of Newcastle upon Tyne,BGM3001,Biochemistry of Chronic Diseases,10,LSM3224,4
University of Newcastle upon Tyne,BGM3024,The Molecular Basis of Cancer,10,LSM3991,4
University of Newcastle upon Tyne,BGM3038,Structural and Molecular Biology in Biotechnology,10,LSM3231,4
University of Newcastle upon Tyne,BGM3060,Diagnostic Medical Genetics,20,LSM3991,4
University of Newcastle upon Tyne,BIO1005,Evolution,10,LSM3252,4
University of Newcastle upon Tyne,BIO2002,Biodiversity and Conservation 1,10,LSM3272,4
University of Newcastle upon Tyne,BIO2006,Entomology,10,LSM3265,4
University of Newcastle upon Tyne,BIO2007,Vertebrate Biology,10,LSM3262,4
University of Newcastle upon Tyne,BIO2024,Regulation of Cell Growth,10,LSM3991,4
University of Newcastle upon Tyne,BIO3014,Evolution and Behaviour,10,LSM3252,4
University of Newcastle upon Tyne,BIO3016,Mechanisms of Behaviour,10,LSM3267,4
University of Newcastle upon Tyne,BMN2004,Cell and Molecular Biology of the Immune System,10,LSM3223,4
University of Newcastle upon Tyne,BMS3003,Business for the Bioscientist,10,LSM3991,4
University of Newcastle upon Tyne,BMS3010,Genetics of Common Disease,20,LSM3224,4
University of Newcastle upon Tyne,BMS3013,Diseases of the Human Nervous System,20,LSM3216,4
University of Newcastle upon Tyne,BMS3014,Biology of Ageing,20,LSM3217,4
University of Newcastle upon Tyne,BMS3015,Healthcare organisation and practice,10,LSM3991,4
University of Newcastle upon Tyne,BMS3016,Science Communication,10,LSM3201,4
University of Newcastle upon Tyne,BMS3020,Biomedical Sciences,20,LSM3991,4
University of Newcastle upon Tyne,BMS3021,Immunology of Health and Disease,20,LSM3223,4
University of Newcastle upon Tyne,BMS3022,Bioethics,10,LSM3991,4
University of Newcastle upon Tyne,CMB2004,Cell and Molecular Biology of the Immune System,10,LSM3223,4
University of Newcastle upon Tyne,MIC3045,Immune Recognition,20,LSM3223,4
University of Newcastle upon Tyne,MIC3046,"Microbiota and pathogens: Mucosal Microbiota, Protozoa and Fungi",20,LSM3225,4
University of Newcastle upon Tyne,PED3003,Clinical Pharmacology and Drug Development,10,LSM3991,4
University of Newcastle upon Tyne,PED3011,Toxicology,10,LSM3991,4
University of Newcastle upon Tyne,PSC3008,Physiology of the Nervous System,30,LSM3215,4
University of Newcastle upon Tyne,PSC3008,Physiology of the Nervous System,30,LSM3216,4
University of Notre Dame,BIOS30301,Embryology,3,LSM3233,4
University of Notre Dame,BIOS30305,Evolution,3,LSM3252,4
University of Notre Dame,BIOS30339,Comparative Neurobiology,3,LSM3215,4
University of Notre Dame,BIOS30342,Developmental Biology,3,LSM3233,4
University of Notre Dame,BIOS30344,Vertebrate (Human) Physiology,3,LSM3214,4
University of Notre Dame,BIOS30401,Principles of microbiology + Principles of microbiology lab,4,LSM3232,4
University of Notre Dame,BIOS30424,Tumour cell biology,3,LSM4243,4
University of Notre Dame,BIOS30455,Medical Microbiology,3,LSM3225,4
University of Notre Dame,BIOS34309,Human Reproductive Biology,3,LSM3991,4
University of Notre Dame,BIOS34415,Parasitology,3,LSM3991,4
University of Notre Dame,BIOS40420,Medical Molecular Parasitology,3,LSM3991,4
University of Notre Dame,BIOS40427,The Epidemiology and Ecology of Infectious Diseases,3,LSM3991,4
University of Notre Dame,BIOS40435,Cellular and molecular basis of human diseases,3,LSM3224,4
University of Notre Dame,BIOS40450,Developing Health Networks in Rare and Neglected Diseases,3,LSM3991,4
University of Notre Dame,SCPP34242,Culture in Medicine,3,LSM3991,4
University of Nottingham,B12414,Medical Pharmacology,10,LSM3211,4
University of Nottingham,B12407,Physiology and Pharmacology of the Central Nervous System,10,LSM3216,4
University of Nottingham,C12321,Animal Behaviour,10,LSM3267,4
University of Nottingham,C12460,Immunobiology,10,LSM3223,4
University of Nottingham,C12461,Microbial Biotechnology,10,LSM3242,4
University of Nottingham,C12472,Parasitology,10,LSM3991,4
University of Nottingham,C12473,Natural Systems,10,LSM3991,4
University of Nottingham,C12474,Environmental Physiology,10,LSM3262,4
University of Nottingham,C12477,Evolutionary Biology of Animals,10,LSM3252,4
University of Nottingham,C13592,Evolutionary Ecology,10,LSM3252,4
University of Nottingham,C135E4,Contaminant Fate & Impact in the Environment,10,LSM3264,4
University of Nottingham,C13693,Bioethics,10,LSM3991,4
University of Nottingham,C13696,Conservation,20,LSM3991,4
University of Nottingham,C13699,Aquatic Biology in a Changing Environment,10,LSM3254,4
University of Nottingham,C42443,Developmental Biology,10,LSM3233,4
University of Nottingham,C43629,"Ageing, Sex and DNA Repair",10,LSM3991,4
University of Nottingham,C43630,Cancer Biology,10,LSM4243,4
University of Nottingham,D224P4,World Agroecosystems,10,LSM3991,4
University of Nottingham,D236E2,Geobiology,10,LSM3991,4
University of Oregon,BI309,Tropical Diseases in Africa,4,LSM3991,4
University of Oregon,BI359,Plant Biology,4,LSM3258,4
University of Oregon,BI390,ANIMAL BEHAVIOUR,4,LSM3267,4
University of Oregon,BI423,Human Molecular Genetics,4,LSM3991,4
University of Oregon,BI466,DEVELOPMENTAL NEUROBIOLOGY,4,LSM3216,4
University of Oregon,BI476,TERRESTRIAL ECOSYSTEM ECOLOGY,4,LSM3255,4
University of Oregon,BI484,MOLECULAR EVOLUTION,4,LSM3252,4
University of Oregon,BI132,Intro Animal Behavior >3,4,LSM1303,4
University of Oregon,BI353,Sensory Physiology,4,LSM4267,4
University of Oregon,BI370,Ecology,3,LSM2251,4
University of Oregon,BI410,Tropical Marine Biology,4,LSM4261,4
University of Oslo,MBV3020,Molecular genetics and developmental biology,10,LSM1102,4
University of Otago,ANAT242,Neurobiology,18,LSM3216,4
University of Otago,ANAT243,Reproductive and Developmental Biology,18,LSM3233,4
University of Otago,MARI301,Marine Ecology,18,LSM3991,4
University of Otago,MARI302,Biology and Behaviour of Marine Vertebrates,18,LSM3991,4
University of Otago,MICR221,Microbes to Medicine,18,LSM3232,4
University of Otago,MICR223,Infection and Immunity,18,LSM3223,4
University of Otago,PATH201,Foundations in Human Pathology,18,LSM3224,4
University of Otago,PHSL232,Cardiovascular and Respiratory Physiology,18,LSM3212,4
University of Otago,ZOOL221,Animal Designs for Living,18,LSM3991,4
University of Otago,ZOOL313,Environmental Physiology,18,LSM3262,4
University of Otago,ZOOL315,Behavioural and Evolutionary Ecology,18,LSM3991,4
University of Ottawa,BIO1140,Introduction to Cell Biology,3,LSM1102,4
University of Ottawa,BIO1300,The Human Animal,3,LSM1303,4
University of Ottawa,BIO2133,Genetics,3,LSM1102,4
University of Ottawa,BIO3117,Ecosystem Ecology,3,LSM3254,4
University of Ottawa,BIO3147,Developmental Biology,3,LSM3233,4
University of Ottawa,BIO3176,Animal Behaviour,3,LSM3267,4
University of Ottawa,BIO3302,Animal Physiology II,3,LSM3262,4
University of Ottawa,EVS3120,Environmental Microbiology,3,LSM3232,4
University of Pennsylvania,BIOL221,Molecular Biology and Genetics,4,LSM1102,4
University of Pennsylvania,BIOL251,Molecular and Cellular Neurobiology,1.5,LSM3215,4
University of Pennsylvania,BIOL275,Microbiology,1,LSM3232,4
University of Pennsylvania,BIOL354,Developmental Biology,1,LSM3233,4
University of Pennsylvania,BIOL410,Advanced Evolution,1,LSM3252,4
University of Pennsylvania,BIOL448,Principles Drug Action,1,LSM3211,4
University of Pittsburgh,BIOSC0805,The Human Body,3,LSM3991,4
University of Pittsburgh,BIOSC1200,Vertebrate Morphology,3,LSM3991,4
University of Pittsburgh,BIOSC1440,Animal Behavior,3,LSM1303,4
University of Pittsburgh,BIOSC1540,Computational Biology,3,LSM3241,4
University of Pittsburgh,BIOSC1810,Macromolecular Structure and Function,3,LSM3991,4
University of Pittsburgh,BIOSC1865,Microbial Physiology,3,LSM3991,4
University of Pittsburgh,BIOSC1999,MEDICAL MICROBIOLOGY,3,LSM3225,4
University of Queensland,ARCS2003,Forensics: The Archaeology of Death & Crime Scenes,2,LSM1306,4
University of Queensland,BIOL2001,Australian Terrestrial Wildlife,2,LSM3991,4
University of Queensland,BIOL2205,Insect Science,2,LSM3265,4
University of Queensland,BIOL3023,Tropical Marine Ecosystems,2,LSM4261,4
University of Queensland,BIOM2012,Systems Physiology,2,LSM3212,4
University of Queensland,BIOM2402,Principles of Pharmacology,2,LSM3211,4
University of Queensland,BIPH2000,Foundations of Biophysics,2,LSM3243,4
University of Queensland,MARS2005,Australia's Marine Environment,2,LSM4261,4
University of Queensland,MICR2000,Microbiology & Immunology,2,LSM3232,4
University of Queensland,MICR3001,Microbes and Human Health,2,LSM3225,4
University of Sheffield,APS136,"Animal Physiology, Reproduction and Development",10,LSM1991,4
University of Sheffield,APS124,Ecosystems and Environmental Change,10,LSM3272,4
University of Sheffield,APS126,Behaviour of Humans and Other Animals,10,LSM1303,4
University of Sheffield,APS209,Animal Behaviour,10,LSM3267,4
University of Sheffield,APS255,Environmental Interpretation Field Course,10,LSM2991,4
University of Sheffield,APS269,Paeleobiology,10,LSM2991,4
University of Sheffield,APS273,Population and Community Ecology 2,20,LSM2251,4
University of Sheffield,APS313,Global Change,10,LSM3272,4
University of Sheffield,APS325,Life in Extreme Environments,10,LSM2991,4
University of Sheffield,APS341,Evolution of Terrestrial Ecosystems,10,LSM3991,4
University of Sheffield,APS344,Topics In Evolutionary Genetics,10,LSM3252,4
University of Sheffield,APS347,Conflict and Cooperation,20,LSM3991,4
University of Sheffield,BMS109,Pathobiology,10,LSM2991,4
University of Sheffield,BMS201,Control of the Internal Environment,10,LSM3212,4
University of Sheffield,BMS224,Brain and Behaviour,10,LSM3215,4
University of Sheffield,BMS236,Building Nervous Systems,20,LSM3215,4
University of Sheffield,BMS237,Advanced Developmental Biology,20,LSM3233,4
University of Sheffield,BMS270,Comparative and Developmental Neurobiology,10,LSM3991,4
